Net counts

Spectrum                                      Si    P    Ar   Ni      Zn    Ga   Rh
20230626_CVD_2808_60s_20x20ptsdet_1_2_13  359649 7139    73  857       0 24772 8592
20230626_CVD_2808_60s_20x20ptsdet_1_2_14  359398 7102    33  914       0 24631 8204
20230626_CVD_2808_60s_20x20ptsdet_1_2_15  359417 7273    64  819       0 24770 8242
20230626_CVD_2808_60s_20x20ptsdet_1_2_16  358763 7178   111  871       0 24703 8548
20230626_CVD_2808_60s_20x20ptsdet_1_2_17  359801 7022    98  802       0 24556 9013
20230626_CVD_2808_60s_20x20ptsdet_1_2_18  358486 7175    61  866       0 24417 8703
20230626_CVD_2808_60s_20x20ptsdet_1_2_19  359772 7357    29  947       0 25100 8916
20230626_CVD_2808_60s_20x20ptsdet_1_2_2   359460 7100    43  876       0 24807 8580
20230626_CVD_2808_60s_20x20ptsdet_1_2_3   360159 7144    74  844       0 24787 9068
20230626_CVD_2808_60s_20x20ptsdet_1_2_4   358888 7155    30  761       0 24725 8598
20230626_CVD_2808_60s_20x20ptsdet_1_2_5   359197 7070    33  868       0 24690 8683
20230626_CVD_2808_60s_20x20ptsdet_1_2_6   358988 7017    96  841       0 24990 8638
20230626_CVD_2808_60s_20x20ptsdet_1_2_7   359337 7085     7  825       0 25095 8722
20230626_CVD_2808_60s_20x20ptsdet_1_2_8   359759 7094    87  821       0 24499 8560
20230626_CVD_2808_60s_20x20ptsdet_1_2_9   359021 7219    51  955       0 24786 8766
20230626_CVD_2808_60s_20x20ptsdet_1_3_0   360866 7152    42  746       0 24470 8642
20230626_CVD_2808_60s_20x20ptsdet_1_3_1   358930 7133     0  857       0 25192 8642
20230626_CVD_2808_60s_20x20ptsdet_1_3_10  361268 7206    97  896       0 24916 8514
20230626_CVD_2808_60s_20x20ptsdet_1_3_11  362221 7219    68  779       0 24859 8969
20230626_CVD_2808_60s_20x20ptsdet_1_3_12  360058 7168    58  815       0 24784 8383
20230626_CVD_2808_60s_20x20ptsdet_1_3_13  360270 7169    33  846       0 24937 8299
20230626_CVD_2808_60s_20x20ptsdet_1_3_14  360334 7151   113  793       0 24287 8727
20230626_CVD_2808_60s_20x20ptsdet_1_3_15  359926 7185    71  693       0 24583 8591
20230626_CVD_2808_60s_20x20ptsdet_1_3_16  360242 7105    54  888       0 24747 8623
20230626_CVD_2808_60s_20x20ptsdet_1_3_17  359207 7276   170  879       0 24849 8873
20230626_CVD_2808_60s_20x20ptsdet_1_3_18  358929 7025    28  954       0 24587 8749
20230626_CVD_2808_60s_20x20ptsdet_1_3_19  359407 7012    94  938       0 25053 8818
20230626_CVD_2808_60s_20x20ptsdet_1_3_2   358939 7222   102  759       0 25300 8529
20230626_CVD_2808_60s_20x20ptsdet_1_3_3   358991 7075    84  828       0 24447 8289
20230626_CVD_2808_60s_20x20ptsdet_1_3_4   359450 7158    72  818       0 24361 8749
20230626_CVD_2808_60s_20x20ptsdet_1_3_5   358972 7058    84  866       0 24664 8262
20230626_CVD_2808_60s_20x20ptsdet_1_3_6   361813 7268    85  862       0 24670 8419
20230626_CVD_2808_60s_20x20ptsdet_1_3_7   360238 7179    41  802       0 24249 8792
20230626_CVD_2808_60s_20x20ptsdet_1_3_8   359961 7120    19  806       0 24738 8797
20230626_CVD_2808_60s_20x20ptsdet_1_3_9   359859 7092   102  861       0 24791 8741
20230626_CVD_2808_60s_20x20ptsdet_1_4_0   359689 7026    40  706       0 24875 8925
20230626_CVD_2808_60s_20x20ptsdet_1_4_1   357392 6970     0  833       0 24862 8934
20230626_CVD_2808_60s_20x20ptsdet_1_4_10  359235 7031    60  749       0 24678 8558
20230626_CVD_2808_60s_20x20ptsdet_1_4_11  358944 7006    66  869       0 24352 8307
20230626_CVD_2808_60s_20x20ptsdet_1_4_12  360184 7147    21  790       0 24810 8159
20230626_CVD_2808_60s_20x20ptsdet_1_4_13  359536 7039    80  957       0 25231 8692
20230626_CVD_2808_60s_20x20ptsdet_1_4_14  360244 6964   140  850       0 24595 8342
20230626_CVD_2808_60s_20x20ptsdet_1_4_15  358896 7264    94  846       0 24986 8830
20230626_CVD_2808_60s_20x20ptsdet_1_4_16  357041 7091    55  830       0 24475 8480
20230626_CVD_2808_60s_20x20ptsdet_1_4_17  359810 7027    28  776       0 25078 8592
20230626_CVD_2808_60s_20x20ptsdet_1_4_18  360041 7233    48  828       0 24585 8588
20230626_CVD_2808_60s_20x20ptsdet_1_4_19  360205 7060    57  763       0 24727 8457
20230626_CVD_2808_60s_20x20ptsdet_1_4_2   359442 7243     0  866       0 24707 8796
