"row";"column";"Si_Ka";"Si_Kb";"P_Ka";"P_Kb";"Ni_Ka";"Ni_Kb";"Ga_Ka";"Ga_Kb";"Ga_L1";"Ga_L2";"Ga_L3";"Rh_L1";"Rh_L2";"Rh_L3";"s(Si_Ka)";"s(Si_Kb)";"s(P_Ka)";"s(P_Kb)";"s(Ni_Ka)";"s(Ni_Kb)";"s(Ga_Ka)";"s(Ga_Kb)";"s(Ga_L1)";"s(Ga_L2)";"s(Ga_L3)";"s(Rh_L1)";"s(Rh_L2)";"s(Rh_L3)";"chisq"
38;0;310849;12876.6;11720.9;828.793;2214.93;405.634;36418.2;4884.44;38.5119;679.707;775.902;89.4823;145.872;369.62;605.182;256.741;112.584;37.874;56.7624;43.3296;197.595;91.833;26.2484;85.3758;85.2299;20.8202;19.6312;23.7265;2.60385
38;1;796.406;701.245;602.489;387.217;111.45;48.4965;14.4235;21.8753;753.531;464.273;471.575;51.8122;49.5896;75.7377;99.2379;84.487;59.2655;47.0557;41.1291;45.8205;54.3087;63.2569;59.9025;126.068;156.51;27.7718;24.3958;21.8945;2.34328
39;0;308135;13214.9;11599.3;825.952;2180.91;387.161;36211.5;4858.44;4.77864;578.116;944.087;104.792;148.662;381.431;630.949;254.084;112.016;37.3218;56.5211;42.8319;198.717;91.7199;33.7257;87.3401;87.3631;21.6569;20.2558;23.7406;2.7358
39;1;840.305;733.387;643.852;432.47;110.689;53.3018;12.4569;23.9023;751.232;457.641;474.474;25.6031;37.2382;71.0861;89.9458;75.1562;52.0949;43.6187;39.2578;43.699;51.4257;59.7645;48.2284;149.972;169.346;23.0496;20.5065;18.98;2.33847
40;0;310655;12832.2;11939.2;922.445;2268.76;431.569;36546.8;5189.62;12.9405;438.916;964.708;82.1331;190.475;401.771;623.355;252.393;114;39.4675;57.2396;43.56;198.197;93.243;36.2347;86.6673;87.2042;21.5614;21.5306;24.7738;2.7306
40;1;794.589;587.657;544.841;338.052;150.439;91.8215;30.3957;13.1041;810.712;379.85;420.835;9.94532;29.4484;66.6819;97.1221;58.7428;56.2252;34.29;40.861;45.9236;53.9487;63.6299;55.6339;121.603;150.797;26.1805;23.3767;21.5413;2.50499
41;0;307996;12699.3;11832.7;913.416;2113.44;483.023;35737.5;4879.34;13.4755;585.25;809.102;140.362;200.104;323.902;624.551;250.423;113.22;38.9247;55.8709;43.4581;196.348;91.3847;34.4407;87.5059;85.949;23.002;21.8694;22.8555;2.71678
41;1;822.205;727.651;622.024;398.752;141.303;71.5762;12.4029;28.3636;737.231;489.847;506.064;22.5509;47.3332;75.717;98.4353;78.3439;57.3146;41.6685;42.6245;46.2975;53.9597;63.535;53.269;156.003;172.285;26.3044;23.7679;21.9012;2.45871
42;0;307613;12906.8;11571;854.181;2158.74;410.587;35896.4;4853.86;11.6526;525.225;903.267;102.366;129.292;323.988;626.535;251.371;112.127;38.6733;55.952;41.8715;196.757;92.2896;34.1748;84.8661;84.7255;20.8731;20.0277;22.8997;2.863
42;1;837.804;731.809;642.671;437.132;147.932;89.6665;43.9;50.9539;768.722;465.37;478.111;8.75364;41.0839;87.029;92.3518;71.934;52.4976;41.3346;42.5945;45.4459;52.9777;62.6118;51.8992;148.418;167.908;25.2836;23.1261;21.4792;2.37827
43;0;307211;12643.3;11562.4;903.788;2130.88;299.638;35827.4;4885.78;5.95997;688.224;810.052;83.7095;164.053;312.351;628.858;247.57;112.099;39.1095;56.0407;41.8027;196.704;91.4974;31.3301;86.9975;86.1356;20.9817;21.2566;23.0727;2.43236
43;1;792.471;697.933;603.252;396.966;83.701;38.7471;14.2878;12.6381;771.946;480.8;489.338;33.8856;45.1698;76.8875;83.9043;62.1339;49.1486;37.6122;39.816;45.4605;53.9782;62.6636;49.5933;129.429;151.641;26.6836;23.388;21.4272;2.3873
44;0;307133;13132.1;11644.8;864.652;2175.24;339.01;35846.9;4819.57;0.297636;523.468;895.862;50.0056;210.487;350.359;613.141;249.468;112.128;38.115;56.4163;42.6146;196.237;91.089;31.887;83.2138;84.0121;20.7782;22.1236;24.035;2.60937
44;1;807.506;708.032;598.685;367.657;117.556;64.975;12.6469;20.5365;747.565;455.901;461.14;22.7454;44.7248;66.692;86.6591;66.8727;47.3538;38.0241;41.2969;46.368;54.1846;63.0482;48.2589;143.455;160.501;25.3481;22.8311;20.5863;2.35669
